names,ratings,locations,latitude,longitude
Parker Rooftop,5.0,1379 Howe Street,49.279938,-123.127478
93 Coffee,5.0,1789 Comox Street,49.279938,-123.127478
Marine Building,5.0,355 Burrard St,49.279938,-123.127478
Okeya Kyujiro,5.0,1038 Mainland Street,49.279938,-123.127478
Sake Dining Hashigo,5.0,1265 Granville St,49.279938,-123.127478
Cardero Cafe,5.0,1105 Davie St,49.279938,-123.127478
Arike Restaurant,5.0,1725 Davie St,49.279938,-123.127478
Ssong's Hotdog,5.0,795 Jervis Street,49.279938,-123.127478
inBtwn Cafe,5.0,1625 Hornby Street,49.279938,-123.127478
Manoush'eh,5.0,620 Davie Street,49.279938,-123.127478
Number E Food,5.0,1308 Burrard Street,49.279938,-123.127478
Rainbow Park,5.0,872 Richards Street,49.279938,-123.127478
George Wainborn Park,5.0,450 Beach Crescent,49.279938,-123.127478
Big Bang Sushi,5.0,1103 Denman St,49.279938,-123.127478
Jack Poole Plaza,5.0,1055 Canada Place,49.279938,-123.127478
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.279938,-123.127478
Keto Caveman Davie,5.0,1230 Davie Street,49.279938,-123.127478
7 Days Coffee,5.0,920 Beatty Street,49.279938,-123.127478
Smithe Salad,4.5,191 Smithe Street,49.279938,-123.127478
Grab N Go,5.0,1207 Hamilton Street,49.273663,-123.127075
Parker Rooftop,5.0,1379 Howe Street,49.273663,-123.127075
Okeya Kyujiro,5.0,1038 Mainland Street,49.273663,-123.127075
Sake Dining Hashigo,5.0,1265 Granville St,49.273663,-123.127075
Cardero Cafe,5.0,1105 Davie St,49.273663,-123.127075
inBtwn Cafe,5.0,1625 Hornby Street,49.273663,-123.127075
Manoush'eh,5.0,620 Davie Street,49.273663,-123.127075
Number E Food,5.0,1308 Burrard Street,49.273663,-123.127075
Rainbow Park,5.0,872 Richards Street,49.273663,-123.127075
George Wainborn Park,5.0,450 Beach Crescent,49.273663,-123.127075
Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.273663,-123.127075
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.273663,-123.127075
Keto Caveman Davie,5.0,1230 Davie Street,49.273663,-123.127075
Tru Cafe,5.0,1500 West 2nd Avenue,49.273663,-123.127075
7 Days Coffee,5.0,920 Beatty Street,49.273663,-123.127075
Smithe Salad,4.5,191 Smithe Street,49.273663,-123.127075
Incognito Coffee,4.5,843 Seymour Street,49.273663,-123.127075
Uno Gelato,4.5,601 Stamps Landing,49.273663,-123.127075
Passione Gelato,4.5,55 Smithe Street,49.273663,-123.127075
Starbucks,4.5,1088 Burrard Street,49.273663,-123.127075
93 Coffee,5.0,1789 Comox Street,49.28972,-123.144028
Arike Restaurant,5.0,1725 Davie St,49.28972,-123.144028
Vancouver Seawall,5.0,,49.28972,-123.144028
Stanley Park,5.0,1166 Stanley Park Drive,49.28972,-123.144028
Big Bang Sushi,5.0,1103 Denman St,49.28972,-123.144028
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.28972,-123.144028
Keto Caveman Davie,5.0,1230 Davie Street,49.28972,-123.144028
English Bay Beach Park,4.5,1700 Beach Avenue,49.28972,-123.144028
Yasma,4.5,550 Denman Street,49.28972,-123.144028
Tom Sushi,4.5,1175 Davie St,49.28972,-123.144028
Noah's Cafe,4.5,1096 Denman Street,49.28972,-123.144028
Davie Village Bakery,4.5,1216 Davie Street,49.28972,-123.144028
Movies in the Park,4.5,Stanley Park Dr,49.28972,-123.144028
The Red Accordion,4.5,1616 Alberni Street,49.28972,-123.144028
Pho 37,4.5,1578 Robson Street,49.28972,-123.144028
theKhaykery,4.5,1610 Robson Street,49.28972,-123.144028
Al-Hadbah Donair,4.5,1610 Robson St,49.28972,-123.144028
Ofra’s Kitchen,4.5,1088 Denman Street,49.28972,-123.144028
Frying Pan,4.5,1101 Denman Street,49.28972,-123.144028
Soondae Town,4.5,202-1610 Robson Street,49.28972,-123.144028
93 Coffee,5.0,1789 Comox Street,49.285253,-123.134356
Sake Dining Hashigo,5.0,1265 Granville St,49.285253,-123.134356
Cardero Cafe,5.0,1105 Davie St,49.285253,-123.134356
Arike Restaurant,5.0,1725 Davie St,49.285253,-123.134356
Ssong's Hotdog,5.0,795 Jervis Street,49.285253,-123.134356
Manoush'eh,5.0,620 Davie Street,49.285253,-123.134356
Number E Food,5.0,1308 Burrard Street,49.285253,-123.134356
Big Bang Sushi,5.0,1103 Denman St,49.285253,-123.134356
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.285253,-123.134356
Keto Caveman Davie,5.0,1230 Davie Street,49.285253,-123.134356
English Bay Beach Park,4.5,1700 Beach Avenue,49.285253,-123.134356
Starbucks,4.5,1088 Burrard Street,49.285253,-123.134356
Yasma,4.5,550 Denman Street,49.285253,-123.134356
Tom Sushi,4.5,1175 Davie St,49.285253,-123.134356
Noah's Cafe,4.5,1096 Denman Street,49.285253,-123.134356
Davie Village Bakery,4.5,1216 Davie Street,49.285253,-123.134356
The Red Accordion,4.5,1616 Alberni Street,49.285253,-123.134356
Pho 37,4.5,1578 Robson Street,49.285253,-123.134356
Trish Juice,4.5,981 Hornby Street,49.285253,-123.134356
Captain's Oven Pizza,4.5,1110 W Pender Street,49.285253,-123.134356
Grab N Go,5.0,1207 Hamilton Street,49.283343,-123.131099
Parker Rooftop,5.0,1379 Howe Street,49.283343,-123.131099
93 Coffee,5.0,1789 Comox Street,49.283343,-123.131099
Okeya Kyujiro,5.0,1038 Mainland Street,49.283343,-123.131099
Sake Dining Hashigo,5.0,1265 Granville St,49.283343,-123.131099
Cardero Cafe,5.0,1105 Davie St,49.283343,-123.131099
Arike Restaurant,5.0,1725 Davie St,49.283343,-123.131099
Ssong's Hotdog,5.0,795 Jervis Street,49.283343,-123.131099
inBtwn Cafe,5.0,1625 Hornby Street,49.283343,-123.131099
Manoush'eh,5.0,620 Davie Street,49.283343,-123.131099
Number E Food,5.0,1308 Burrard Street,49.283343,-123.131099
Rainbow Park,5.0,872 Richards Street,49.283343,-123.131099
Big Bang Sushi,5.0,1103 Denman St,49.283343,-123.131099
Jack Poole Plaza,5.0,1055 Canada Place,49.283343,-123.131099
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.283343,-123.131099
Keto Caveman Davie,5.0,1230 Davie Street,49.283343,-123.131099
Incognito Coffee,4.5,843 Seymour Street,49.283343,-123.131099
English Bay Beach Park,4.5,1700 Beach Avenue,49.283343,-123.131099
Starbucks,4.5,1088 Burrard Street,49.283343,-123.131099
Tom Sushi,4.5,1175 Davie St,49.283343,-123.131099
Marine Building,5.0,355 Burrard St,49.284605,-123.108662
Okeya Kyujiro,5.0,1038 Mainland Street,49.284605,-123.108662
The Magnet,5.0,309 W Pender Street,49.284605,-123.108662
Sooda Korean BBQ,5.0,60 West Cordova Street,49.284605,-123.108662
Robba Da Matti,5.0,12 Powell St,49.284605,-123.108662
Social Crust,5.0,335 W Pender St,49.284605,-123.108662
Rainbow Park,5.0,872 Richards Street,49.284605,-123.108662
Jack Poole Plaza,5.0,1055 Canada Place,49.284605,-123.108662
West Hotel & Bar,5.0,488 Carrall St,49.284605,-123.108662
Say Hello Sweets,5.0,620 Quebec Street,49.284605,-123.108662
7 Days Coffee,5.0,920 Beatty Street,49.284605,-123.108662
Smithe Salad,4.5,191 Smithe Street,49.284605,-123.108662
Incognito Coffee,4.5,843 Seymour Street,49.284605,-123.108662
Passione Gelato,4.5,55 Smithe Street,49.284605,-123.108662
VAN CHA,4.5,433 Hornby Street,49.284605,-123.108662
Le Parfait,4.5,812 Homer Street,49.284605,-123.108662
Tekkaba,4.5,68 E Cordova Street,49.284605,-123.108662
Ignite Pizzeria,4.5,987 Mainland Street,49.284605,-123.108662
Hoduya,4.5,86 Keefer Place,49.284605,-123.108662
Amante Bakery,4.5,590 Robson St,49.284605,-123.108662
Marine Building,5.0,355 Burrard St,49.279821,-123.10802
Okeya Kyujiro,5.0,1038 Mainland Street,49.279821,-123.10802
The Magnet,5.0,309 W Pender Street,49.279821,-123.10802
Sooda Korean BBQ,5.0,60 West Cordova Street,49.279821,-123.10802
Robba Da Matti,5.0,12 Powell St,49.279821,-123.10802
Social Crust,5.0,335 W Pender St,49.279821,-123.10802
Rainbow Park,5.0,872 Richards Street,49.279821,-123.10802
West Hotel & Bar,5.0,488 Carrall St,49.279821,-123.10802
Say Hello Sweets,5.0,620 Quebec Street,49.279821,-123.10802
7 Days Coffee,5.0,920 Beatty Street,49.279821,-123.10802
Smithe Salad,4.5,191 Smithe Street,49.279821,-123.10802
Incognito Coffee,4.5,843 Seymour Street,49.279821,-123.10802
Passione Gelato,4.5,55 Smithe Street,49.279821,-123.10802
VAN CHA,4.5,433 Hornby Street,49.279821,-123.10802
Le Parfait,4.5,812 Homer Street,49.279821,-123.10802
Tekkaba,4.5,68 E Cordova Street,49.279821,-123.10802
Ignite Pizzeria,4.5,987 Mainland Street,49.279821,-123.10802
Sweet Spot,4.5,1178 Marinaside Crescent,49.279821,-123.10802
Hoduya,4.5,86 Keefer Place,49.279821,-123.10802
Amante Bakery,4.5,590 Robson St,49.279821,-123.10802
Johnny's Pops,5.0,,49.278004,-123.105664
The Magnet,5.0,309 W Pender Street,49.278004,-123.105664
Sooda Korean BBQ,5.0,60 West Cordova Street,49.278004,-123.105664
Robba Da Matti,5.0,12 Powell St,49.278004,-123.105664
Cookies of Course,5.0,,49.278004,-123.105664
Social Crust,5.0,335 W Pender St,49.278004,-123.105664
Rainbow Park,5.0,872 Richards Street,49.278004,-123.105664
West Hotel & Bar,5.0,488 Carrall St,49.278004,-123.105664
Say Hello Sweets,5.0,620 Quebec Street,49.278004,-123.105664
7 Days Coffee,5.0,920 Beatty Street,49.278004,-123.105664
Smithe Salad,4.5,191 Smithe Street,49.278004,-123.105664
Uno Gelato,4.5,601 Stamps Landing,49.278004,-123.105664
Passione Gelato,4.5,55 Smithe Street,49.278004,-123.105664
VAN CHA,4.5,433 Hornby Street,49.278004,-123.105664
Le Parfait,4.5,812 Homer Street,49.278004,-123.105664
Tekkaba,4.5,68 E Cordova Street,49.278004,-123.105664
Ignite Pizzeria,4.5,987 Mainland Street,49.278004,-123.105664
Hoduya,4.5,86 Keefer Place,49.278004,-123.105664
Amante Bakery,4.5,590 Robson St,49.278004,-123.105664
Le Petit Belge,4.5,1007 Main Street,49.278004,-123.105664
Johnny's Pops,5.0,,49.279342,-123.101822
The Magnet,5.0,309 W Pender Street,49.279342,-123.101822
Sooda Korean BBQ,5.0,60 West Cordova Street,49.279342,-123.101822
Robba Da Matti,5.0,12 Powell St,49.279342,-123.101822
Social Crust,5.0,335 W Pender St,49.279342,-123.101822
West Hotel & Bar,5.0,488 Carrall St,49.279342,-123.101822
Say Hello Sweets,5.0,620 Quebec Street,49.279342,-123.101822
Passione Gelato,4.5,55 Smithe Street,49.279342,-123.101822
Tekkaba,4.5,68 E Cordova Street,49.279342,-123.101822
Hoduya,4.5,86 Keefer Place,49.279342,-123.101822
Le Petit Belge,4.5,1007 Main Street,49.279342,-123.101822
Aiyaohno Cafe,4.5,425 Carrall Street,49.279342,-123.101822
Curry Hut Indian Bistro,4.5,445 Howe Street,49.279342,-123.101822
The Chinese Tea Shop,4.5,101 E Pender Street,49.279342,-123.101822
Little Bangkok Thai Kitchen 2,4.5,88 W Pender Street,49.279342,-123.101822
Gastronomy Gastown,4.5,62 East Cordova Street,49.279342,-123.101822
Mount Everest Kitchen & Grill,4.5,538 Seymour Street,49.279342,-123.101822
Manpuku Bento,4.5,288 E Pender Street,49.279342,-123.101822
Is That French,4.5,45 Blood Alley Square,49.279342,-123.101822
Vegan Cave Cafe,4.5,415 Abbott Street,49.279342,-123.101822
Grab N Go,5.0,1207 Hamilton Street,49.273833,-123.114373
Okeya Kyujiro,5.0,1038 Mainland Street,49.273833,-123.114373
Sake Dining Hashigo,5.0,1265 Granville St,49.273833,-123.114373
Manoush'eh,5.0,620 Davie Street,49.273833,-123.114373
The Magnet,5.0,309 W Pender Street,49.273833,-123.114373
Sooda Korean BBQ,5.0,60 West Cordova Street,49.273833,-123.114373
Social Crust,5.0,335 W Pender St,49.273833,-123.114373
Rainbow Park,5.0,872 Richards Street,49.273833,-123.114373
Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.273833,-123.114373
West Hotel & Bar,5.0,488 Carrall St,49.273833,-123.114373
Say Hello Sweets,5.0,620 Quebec Street,49.273833,-123.114373
7 Days Coffee,5.0,920 Beatty Street,49.273833,-123.114373
Smithe Salad,4.5,191 Smithe Street,49.273833,-123.114373
Incognito Coffee,4.5,843 Seymour Street,49.273833,-123.114373
Uno Gelato,4.5,601 Stamps Landing,49.273833,-123.114373
Passione Gelato,4.5,55 Smithe Street,49.273833,-123.114373
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.273833,-123.114373
Starbucks,4.5,1088 Burrard Street,49.273833,-123.114373
Le Parfait,4.5,812 Homer Street,49.273833,-123.114373
Tekkaba,4.5,68 E Cordova Street,49.273833,-123.114373
93 Coffee,5.0,1789 Comox Street,49.28526,-123.141809
Cardero Cafe,5.0,1105 Davie St,49.28526,-123.141809
Arike Restaurant,5.0,1725 Davie St,49.28526,-123.141809
Ssong's Hotdog,5.0,795 Jervis Street,49.28526,-123.141809
Number E Food,5.0,1308 Burrard Street,49.28526,-123.141809
Big Bang Sushi,5.0,1103 Denman St,49.28526,-123.141809
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.28526,-123.141809
Keto Caveman Davie,5.0,1230 Davie Street,49.28526,-123.141809
English Bay Beach Park,4.5,1700 Beach Avenue,49.28526,-123.141809
Yasma,4.5,550 Denman Street,49.28526,-123.141809
Tom Sushi,4.5,1175 Davie St,49.28526,-123.141809
Noah's Cafe,4.5,1096 Denman Street,49.28526,-123.141809
Davie Village Bakery,4.5,1216 Davie Street,49.28526,-123.141809
The Red Accordion,4.5,1616 Alberni Street,49.28526,-123.141809
Pho 37,4.5,1578 Robson Street,49.28526,-123.141809
theKhaykery,4.5,1610 Robson Street,49.28526,-123.141809
Al-Hadbah Donair,4.5,1610 Robson St,49.28526,-123.141809
Good Dogs Plant Foods,4.5,1331 Robson Street,49.28526,-123.141809
Ofra’s Kitchen,4.5,1088 Denman Street,49.28526,-123.141809
Frying Pan,4.5,1101 Denman Street,49.28526,-123.141809
Grab N Go,5.0,1207 Hamilton Street,49.281506,-123.120101
Parker Rooftop,5.0,1379 Howe Street,49.281506,-123.120101
Marine Building,5.0,355 Burrard St,49.281506,-123.120101
Okeya Kyujiro,5.0,1038 Mainland Street,49.281506,-123.120101
Sake Dining Hashigo,5.0,1265 Granville St,49.281506,-123.120101
Cardero Cafe,5.0,1105 Davie St,49.281506,-123.120101
Ssong's Hotdog,5.0,795 Jervis Street,49.281506,-123.120101
inBtwn Cafe,5.0,1625 Hornby Street,49.281506,-123.120101
Manoush'eh,5.0,620 Davie Street,49.281506,-123.120101
The Magnet,5.0,309 W Pender Street,49.281506,-123.120101
Number E Food,5.0,1308 Burrard Street,49.281506,-123.120101
Social Crust,5.0,335 W Pender St,49.281506,-123.120101
Rainbow Park,5.0,872 Richards Street,49.281506,-123.120101
George Wainborn Park,5.0,450 Beach Crescent,49.281506,-123.120101
Jack Poole Plaza,5.0,1055 Canada Place,49.281506,-123.120101
Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.281506,-123.120101
7 Days Coffee,5.0,920 Beatty Street,49.281506,-123.120101
Smithe Salad,4.5,191 Smithe Street,49.281506,-123.120101
Incognito Coffee,4.5,843 Seymour Street,49.281506,-123.120101
Passione Gelato,4.5,55 Smithe Street,49.281506,-123.120101
Grab N Go,5.0,1207 Hamilton Street,49.276115,-123.114496
Okeya Kyujiro,5.0,1038 Mainland Street,49.276115,-123.114496
Sake Dining Hashigo,5.0,1265 Granville St,49.276115,-123.114496
Manoush'eh,5.0,620 Davie Street,49.276115,-123.114496
The Magnet,5.0,309 W Pender Street,49.276115,-123.114496
Sooda Korean BBQ,5.0,60 West Cordova Street,49.276115,-123.114496
Robba Da Matti,5.0,12 Powell St,49.276115,-123.114496
Social Crust,5.0,335 W Pender St,49.276115,-123.114496
Rainbow Park,5.0,872 Richards Street,49.276115,-123.114496
Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.276115,-123.114496
West Hotel & Bar,5.0,488 Carrall St,49.276115,-123.114496
Say Hello Sweets,5.0,620 Quebec Street,49.276115,-123.114496
7 Days Coffee,5.0,920 Beatty Street,49.276115,-123.114496
Smithe Salad,4.5,191 Smithe Street,49.276115,-123.114496
Incognito Coffee,4.5,843 Seymour Street,49.276115,-123.114496
Uno Gelato,4.5,601 Stamps Landing,49.276115,-123.114496
Passione Gelato,4.5,55 Smithe Street,49.276115,-123.114496
Starbucks,4.5,1088 Burrard Street,49.276115,-123.114496
Le Parfait,4.5,812 Homer Street,49.276115,-123.114496
Tekkaba,4.5,68 E Cordova Street,49.276115,-123.114496
Sushi Master,5.0,1509 W Broadway,49.272827,-123.147744
Sushi Flamingo,5.0,1-1855 Burrad Street,49.272827,-123.147744
That’s It Cafe,5.0,1612 West 1st Avenue,49.272827,-123.147744
Livni Café & Bakery,5.0,2213 W Broadway,49.272827,-123.147744
NUTTEA,5.0,1958 W4th Ave,49.272827,-123.147744
Gateau de Henry,5.0,2255 Burrard street,49.272827,-123.147744
Tru Cafe,5.0,1500 West 2nd Avenue,49.272827,-123.147744
Casereccio Foods,4.5,2480 Vine Street,49.272827,-123.147744
VR Funtastic World,4.5,1496 Cartwright Street,49.272827,-123.147744
Super Smash Burgers,4.5,2287 W Broadway,49.272827,-123.147744
Beach Ave Bar And Grill,4.5,1 -1012 Beach Avenue,49.272827,-123.147744
Billy Bishop Branch 176 Royal Canadian Legion,4.5,1407 Laburnum Street,49.272827,-123.147744
COFU Pressed Sushi,4.5,103 -1833 Anderson Street,49.272827,-123.147744
La Bise Bakery,4.5,1689 Johnston Street,49.272827,-123.147744
C&T Fried Chicken,4.5,2445 Burrard Street,49.272827,-123.147744
O5 Tea,4.5,2208 W 4th Avenue,49.272827,-123.147744
AnnaLena,4.5,1809 W 1st Avenue,49.272827,-123.147744
Granville Island Water Park,5.0,1348 Cartwright Street,49.272827,-123.147744
Bar One,4.5,1759 West Broadway,49.272827,-123.147744
Lumine Coffee,4.5,103- 1965 W 4th Avenue,49.272827,-123.147744
Sushi Master,5.0,1509 W Broadway,49.269361,-123.13782
Sushi Flamingo,5.0,1-1855 Burrad Street,49.269361,-123.13782
That’s It Cafe,5.0,1612 West 1st Avenue,49.269361,-123.13782
Parker Rooftop,5.0,1379 Howe Street,49.269361,-123.13782
Obanhmi,5.0,102-1668 W Broadway,49.269361,-123.13782
Sake Dining Hashigo,5.0,1265 Granville St,49.269361,-123.13782
NUTTEA,5.0,1958 W4th Ave,49.269361,-123.13782
My Forno Pizza,5.0,1630 West Broadway,49.269361,-123.13782
inBtwn Cafe,5.0,1625 Hornby Street,49.269361,-123.13782
Manoush'eh,5.0,620 Davie Street,49.269361,-123.13782
Gateau de Henry,5.0,2255 Burrard street,49.269361,-123.13782
Number E Food,5.0,1308 Burrard Street,49.269361,-123.13782
Mazahr Lebanese Kitchen,5.0,1488 West 11th Avenue,49.269361,-123.13782
George Wainborn Park,5.0,450 Beach Crescent,49.269361,-123.13782
Tru Cafe,5.0,1500 West 2nd Avenue,49.269361,-123.13782
Long Table Distillery,4.5,1451 Hornby Street,49.269361,-123.13782
Saucin Staples,4.5,1073 W Broadway,49.269361,-123.13782
Happy Noodle House,4.5,630 Davie Street,49.269361,-123.13782
VR Funtastic World,4.5,1496 Cartwright Street,49.269361,-123.13782
Beach Ave Bar And Grill,4.5,1 -1012 Beach Avenue,49.269361,-123.13782
Sushi Master,5.0,1509 W Broadway,49.2653,-123.13811
Sushi Flamingo,5.0,1-1855 Burrad Street,49.2653,-123.13811
That’s It Cafe,5.0,1612 West 1st Avenue,49.2653,-123.13811
Obanhmi,5.0,102-1668 W Broadway,49.2653,-123.13811
NUTTEA,5.0,1958 W4th Ave,49.2653,-123.13811
My Forno Pizza,5.0,1630 West Broadway,49.2653,-123.13811
Gateau de Henry,5.0,2255 Burrard street,49.2653,-123.13811
Mazahr Lebanese Kitchen,5.0,1488 West 11th Avenue,49.2653,-123.13811
George Wainborn Park,5.0,450 Beach Crescent,49.2653,-123.13811
Tru Cafe,5.0,1500 West 2nd Avenue,49.2653,-123.13811
Impostori Trattoria + Negroni Bar,4.5,3121 Granville Street,49.2653,-123.13811
Saucin Staples,4.5,1073 W Broadway,49.2653,-123.13811
VR Funtastic World,4.5,1496 Cartwright Street,49.2653,-123.13811
Billy Bishop Branch 176 Royal Canadian Legion,4.5,1407 Laburnum Street,49.2653,-123.13811
COFU Pressed Sushi,4.5,103 -1833 Anderson Street,49.2653,-123.13811
La Bise Bakery,4.5,1689 Johnston Street,49.2653,-123.13811
Deja Brew,4.5,943 W Broadway,49.2653,-123.13811
C&T Fried Chicken,4.5,2445 Burrard Street,49.2653,-123.13811
David Lam Park,4.5,1300 Pacific Blvd,49.2653,-123.13811
Le Coq Frit,4.5,1888 W Broadway,49.2653,-123.13811
Sushi Master,5.0,1509 W Broadway,49.262598,-123.138921
Sushi Flamingo,5.0,1-1855 Burrad Street,49.262598,-123.138921
That’s It Cafe,5.0,1612 West 1st Avenue,49.262598,-123.138921
Obanhmi,5.0,102-1668 W Broadway,49.262598,-123.138921
NUTTEA,5.0,1958 W4th Ave,49.262598,-123.138921
My Forno Pizza,5.0,1630 West Broadway,49.262598,-123.138921
Gateau de Henry,5.0,2255 Burrard street,49.262598,-123.138921
Mazahr Lebanese Kitchen,5.0,1488 West 11th Avenue,49.262598,-123.138921
Tru Cafe,5.0,1500 West 2nd Avenue,49.262598,-123.138921
Impostori Trattoria + Negroni Bar,4.5,3121 Granville Street,49.262598,-123.138921
Saucin Staples,4.5,1073 W Broadway,49.262598,-123.138921
VR Funtastic World,4.5,1496 Cartwright Street,49.262598,-123.138921
COFU Pressed Sushi,4.5,103 -1833 Anderson Street,49.262598,-123.138921
C&T Fried Chicken,4.5,2445 Burrard Street,49.262598,-123.138921
Le Coq Frit,4.5,1888 W Broadway,49.262598,-123.138921
AnnaLena,4.5,1809 W 1st Avenue,49.262598,-123.138921
Granville Island Water Park,5.0,1348 Cartwright Street,49.262598,-123.138921
Bar One,4.5,1759 West Broadway,49.262598,-123.138921
Lumine Coffee,4.5,103- 1965 W 4th Avenue,49.262598,-123.138921
Momono Tea Shop,4.5,3010 Granville St,49.262598,-123.138921
Sushi Master,5.0,1509 W Broadway,49.25894,-123.139272
Obanhmi,5.0,102-1668 W Broadway,49.25894,-123.139272
NUTTEA,5.0,1958 W4th Ave,49.25894,-123.139272
My Forno Pizza,5.0,1630 West Broadway,49.25894,-123.139272
