,names,ratings,locations,latitude,longitude
397,Curry Hut Indian Bistro,4.5,445 Howe Street,49.289124,-123.12196
398,The Red Accordion,4.5,1616 Alberni Street,49.289124,-123.12196
399,Pho 37,4.5,1578 Robson Street,49.289124,-123.12196
400,Grab N Go,5.0,1207 Hamilton Street,49.28062,-123.12482
401,Parker Rooftop,5.0,1379 Howe Street,49.28062,-123.12482
402,Marine Building,5.0,355 Burrard St,49.28062,-123.12482
403,Okeya Kyujiro,5.0,1038 Mainland Street,49.28062,-123.12482
404,Sake Dining Hashigo,5.0,1265 Granville St,49.28062,-123.12482
405,Cardero Cafe,5.0,1105 Davie St,49.28062,-123.12482
406,Ssong's Hotdog,5.0,795 Jervis Street,49.28062,-123.12482
407,inBtwn Cafe,5.0,1625 Hornby Street,49.28062,-123.12482
408,Manoush'eh,5.0,620 Davie Street,49.28062,-123.12482
409,The Magnet,5.0,309 W Pender Street,49.28062,-123.12482
410,Number E Food,5.0,1308 Burrard Street,49.28062,-123.12482
411,Social Crust,5.0,335 W Pender St,49.28062,-123.12482
412,Rainbow Park,5.0,872 Richards Street,49.28062,-123.12482
413,George Wainborn Park,5.0,450 Beach Crescent,49.28062,-123.12482
414,Jack Poole Plaza,5.0,1055 Canada Place,49.28062,-123.12482
415,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.28062,-123.12482
416,Keto Caveman Davie,5.0,1230 Davie Street,49.28062,-123.12482
417,7 Days Coffee,5.0,920 Beatty Street,49.28062,-123.12482
418,Smithe Salad,4.5,191 Smithe Street,49.28062,-123.12482
419,Incognito Coffee,4.5,843 Seymour Street,49.28062,-123.12482
420,Grab N Go,5.0,1207 Hamilton Street,49.279938,-123.127478
421,Parker Rooftop,5.0,1379 Howe Street,49.279938,-123.127478
422,93 Coffee,5.0,1789 Comox Street,49.279938,-123.127478
423,Marine Building,5.0,355 Burrard St,49.279938,-123.127478
424,Okeya Kyujiro,5.0,1038 Mainland Street,49.279938,-123.127478
425,Sake Dining Hashigo,5.0,1265 Granville St,49.279938,-123.127478
426,Cardero Cafe,5.0,1105 Davie St,49.279938,-123.127478
427,Arike Restaurant,5.0,1725 Davie St,49.279938,-123.127478
428,Ssong's Hotdog,5.0,795 Jervis Street,49.279938,-123.127478
429,inBtwn Cafe,5.0,1625 Hornby Street,49.279938,-123.127478
430,Manoush'eh,5.0,620 Davie Street,49.279938,-123.127478
431,Number E Food,5.0,1308 Burrard Street,49.279938,-123.127478
432,Rainbow Park,5.0,872 Richards Street,49.279938,-123.127478
433,George Wainborn Park,5.0,450 Beach Crescent,49.279938,-123.127478
434,Big Bang Sushi,5.0,1103 Denman St,49.279938,-123.127478
435,Jack Poole Plaza,5.0,1055 Canada Place,49.279938,-123.127478
436,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.279938,-123.127478
437,Keto Caveman Davie,5.0,1230 Davie Street,49.279938,-123.127478
438,7 Days Coffee,5.0,920 Beatty Street,49.279938,-123.127478
439,Smithe Salad,4.5,191 Smithe Street,49.279938,-123.127478
440,Grab N Go,5.0,1207 Hamilton Street,49.273663,-123.127075
441,Parker Rooftop,5.0,1379 Howe Street,49.273663,-123.127075
442,Okeya Kyujiro,5.0,1038 Mainland Street,49.273663,-123.127075
443,Sake Dining Hashigo,5.0,1265 Granville St,49.273663,-123.127075
444,Cardero Cafe,5.0,1105 Davie St,49.273663,-123.127075
445,inBtwn Cafe,5.0,1625 Hornby Street,49.273663,-123.127075
446,Manoush'eh,5.0,620 Davie Street,49.273663,-123.127075
447,Number E Food,5.0,1308 Burrard Street,49.273663,-123.127075
448,Rainbow Park,5.0,872 Richards Street,49.273663,-123.127075
449,George Wainborn Park,5.0,450 Beach Crescent,49.273663,-123.127075
450,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.273663,-123.127075
451,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.273663,-123.127075
452,Keto Caveman Davie,5.0,1230 Davie Street,49.273663,-123.127075
453,Tru Cafe,5.0,1500 West 2nd Avenue,49.273663,-123.127075
454,7 Days Coffee,5.0,920 Beatty Street,49.273663,-123.127075
455,Smithe Salad,4.5,191 Smithe Street,49.273663,-123.127075
456,Incognito Coffee,4.5,843 Seymour Street,49.273663,-123.127075
457,Uno Gelato,4.5,601 Stamps Landing,49.273663,-123.127075
458,Passione Gelato,4.5,55 Smithe Street,49.273663,-123.127075
459,Starbucks,4.5,1088 Burrard Street,49.273663,-123.127075
460,93 Coffee,5.0,1789 Comox Street,49.28972,-123.144028
461,Arike Restaurant,5.0,1725 Davie St,49.28972,-123.144028
462,Vancouver Seawall,5.0,,49.28972,-123.144028
463,Stanley Park,5.0,1166 Stanley Park Drive,49.28972,-123.144028
464,Big Bang Sushi,5.0,1103 Denman St,49.28972,-123.144028
465,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.28972,-123.144028
466,Keto Caveman Davie,5.0,1230 Davie Street,49.28972,-123.144028
467,English Bay Beach Park,4.5,1700 Beach Avenue,49.28972,-123.144028
468,Yasma,4.5,550 Denman Street,49.28972,-123.144028
469,Tom Sushi,4.5,1175 Davie St,49.28972,-123.144028
470,Noah's Cafe,4.5,1096 Denman Street,49.28972,-123.144028
471,Davie Village Bakery,4.5,1216 Davie Street,49.28972,-123.144028
472,Movies in the Park,4.5,Stanley Park Dr,49.28972,-123.144028
473,The Red Accordion,4.5,1616 Alberni Street,49.28972,-123.144028
474,Pho 37,4.5,1578 Robson Street,49.28972,-123.144028
475,theKhaykery,4.5,1610 Robson Street,49.28972,-123.144028
476,Al-Hadbah Donair,4.5,1610 Robson St,49.28972,-123.144028
477,Ofra’s Kitchen,4.5,1088 Denman Street,49.28972,-123.144028
478,Frying Pan,4.5,1101 Denman Street,49.28972,-123.144028
479,Soondae Town,4.5,202-1610 Robson Street,49.28972,-123.144028
480,93 Coffee,5.0,1789 Comox Street,49.285253,-123.134356
481,Sake Dining Hashigo,5.0,1265 Granville St,49.285253,-123.134356
482,Cardero Cafe,5.0,1105 Davie St,49.285253,-123.134356
483,Arike Restaurant,5.0,1725 Davie St,49.285253,-123.134356
484,Ssong's Hotdog,5.0,795 Jervis Street,49.285253,-123.134356
485,Manoush'eh,5.0,620 Davie Street,49.285253,-123.134356
486,Number E Food,5.0,1308 Burrard Street,49.285253,-123.134356
487,Big Bang Sushi,5.0,1103 Denman St,49.285253,-123.134356
488,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.285253,-123.134356
489,Keto Caveman Davie,5.0,1230 Davie Street,49.285253,-123.134356
490,English Bay Beach Park,4.5,1700 Beach Avenue,49.285253,-123.134356
491,Starbucks,4.5,1088 Burrard Street,49.285253,-123.134356
492,Yasma,4.5,550 Denman Street,49.285253,-123.134356
493,Tom Sushi,4.5,1175 Davie St,49.285253,-123.134356
494,Noah's Cafe,4.5,1096 Denman Street,49.285253,-123.134356
495,Davie Village Bakery,4.5,1216 Davie Street,49.285253,-123.134356
496,The Red Accordion,4.5,1616 Alberni Street,49.285253,-123.134356
497,Pho 37,4.5,1578 Robson Street,49.285253,-123.134356
498,Trish Juice,4.5,981 Hornby Street,49.285253,-123.134356
499,Captain's Oven Pizza,4.5,1110 W Pender Street,49.285253,-123.134356
500,Grab N Go,5.0,1207 Hamilton Street,49.283343,-123.131099
501,Parker Rooftop,5.0,1379 Howe Street,49.283343,-123.131099
502,93 Coffee,5.0,1789 Comox Street,49.283343,-123.131099
503,Okeya Kyujiro,5.0,1038 Mainland Street,49.283343,-123.131099
504,Sake Dining Hashigo,5.0,1265 Granville St,49.283343,-123.131099
505,Cardero Cafe,5.0,1105 Davie St,49.283343,-123.131099
506,Arike Restaurant,5.0,1725 Davie St,49.283343,-123.131099
507,Ssong's Hotdog,5.0,795 Jervis Street,49.283343,-123.131099
508,inBtwn Cafe,5.0,1625 Hornby Street,49.283343,-123.131099
509,Manoush'eh,5.0,620 Davie Street,49.283343,-123.131099
510,Number E Food,5.0,1308 Burrard Street,49.283343,-123.131099
511,Rainbow Park,5.0,872 Richards Street,49.283343,-123.131099
512,Big Bang Sushi,5.0,1103 Denman St,49.283343,-123.131099
513,Jack Poole Plaza,5.0,1055 Canada Place,49.283343,-123.131099
514,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.283343,-123.131099
515,Keto Caveman Davie,5.0,1230 Davie Street,49.283343,-123.131099
516,Incognito Coffee,4.5,843 Seymour Street,49.283343,-123.131099
517,English Bay Beach Park,4.5,1700 Beach Avenue,49.283343,-123.131099
518,Starbucks,4.5,1088 Burrard Street,49.283343,-123.131099
519,Tom Sushi,4.5,1175 Davie St,49.283343,-123.131099
520,Marine Building,5.0,355 Burrard St,49.284605,-123.108662
521,Okeya Kyujiro,5.0,1038 Mainland Street,49.284605,-123.108662
522,The Magnet,5.0,309 W Pender Street,49.284605,-123.108662
523,Sooda Korean BBQ,5.0,60 West Cordova Street,49.284605,-123.108662
524,Robba Da Matti,5.0,12 Powell St,49.284605,-123.108662
525,Social Crust,5.0,335 W Pender St,49.284605,-123.108662
526,Rainbow Park,5.0,872 Richards Street,49.284605,-123.108662
527,Jack Poole Plaza,5.0,1055 Canada Place,49.284605,-123.108662
528,West Hotel & Bar,5.0,488 Carrall St,49.284605,-123.108662
529,Say Hello Sweets,5.0,620 Quebec Street,49.284605,-123.108662
530,7 Days Coffee,5.0,920 Beatty Street,49.284605,-123.108662
531,Smithe Salad,4.5,191 Smithe Street,49.284605,-123.108662
532,Incognito Coffee,4.5,843 Seymour Street,49.284605,-123.108662
533,Passione Gelato,4.5,55 Smithe Street,49.284605,-123.108662
534,VAN CHA,4.5,433 Hornby Street,49.284605,-123.108662
535,Le Parfait,4.5,812 Homer Street,49.284605,-123.108662
536,Tekkaba,4.5,68 E Cordova Street,49.284605,-123.108662
537,Ignite Pizzeria,4.5,987 Mainland Street,49.284605,-123.108662
538,Hoduya,4.5,86 Keefer Place,49.284605,-123.108662
539,Amante Bakery,4.5,590 Robson St,49.284605,-123.108662
540,Marine Building,5.0,355 Burrard St,49.279821,-123.10802
541,Okeya Kyujiro,5.0,1038 Mainland Street,49.279821,-123.10802
542,The Magnet,5.0,309 W Pender Street,49.279821,-123.10802
543,Sooda Korean BBQ,5.0,60 West Cordova Street,49.279821,-123.10802
544,Robba Da Matti,5.0,12 Powell St,49.279821,-123.10802
545,Social Crust,5.0,335 W Pender St,49.279821,-123.10802
546,Rainbow Park,5.0,872 Richards Street,49.279821,-123.10802
547,West Hotel & Bar,5.0,488 Carrall St,49.279821,-123.10802
548,Say Hello Sweets,5.0,620 Quebec Street,49.279821,-123.10802
549,7 Days Coffee,5.0,920 Beatty Street,49.279821,-123.10802
550,Smithe Salad,4.5,191 Smithe Street,49.279821,-123.10802
551,Incognito Coffee,4.5,843 Seymour Street,49.279821,-123.10802
552,Passione Gelato,4.5,55 Smithe Street,49.279821,-123.10802
553,VAN CHA,4.5,433 Hornby Street,49.279821,-123.10802
554,Le Parfait,4.5,812 Homer Street,49.279821,-123.10802
555,Tekkaba,4.5,68 E Cordova Street,49.279821,-123.10802
556,Ignite Pizzeria,4.5,987 Mainland Street,49.279821,-123.10802
557,Sweet Spot,4.5,1178 Marinaside Crescent,49.279821,-123.10802
558,Hoduya,4.5,86 Keefer Place,49.279821,-123.10802
559,Amante Bakery,4.5,590 Robson St,49.279821,-123.10802
560,Johnny's Pops,5.0,,49.278004,-123.105664
561,The Magnet,5.0,309 W Pender Street,49.278004,-123.105664
562,Sooda Korean BBQ,5.0,60 West Cordova Street,49.278004,-123.105664
563,Robba Da Matti,5.0,12 Powell St,49.278004,-123.105664
564,Cookies of Course,5.0,,49.278004,-123.105664
565,Social Crust,5.0,335 W Pender St,49.278004,-123.105664
566,Rainbow Park,5.0,872 Richards Street,49.278004,-123.105664
567,West Hotel & Bar,5.0,488 Carrall St,49.278004,-123.105664
568,Say Hello Sweets,5.0,620 Quebec Street,49.278004,-123.105664
569,7 Days Coffee,5.0,920 Beatty Street,49.278004,-123.105664
570,Smithe Salad,4.5,191 Smithe Street,49.278004,-123.105664
571,Uno Gelato,4.5,601 Stamps Landing,49.278004,-123.105664
572,Passione Gelato,4.5,55 Smithe Street,49.278004,-123.105664
573,VAN CHA,4.5,433 Hornby Street,49.278004,-123.105664
574,Le Parfait,4.5,812 Homer Street,49.278004,-123.105664
575,Tekkaba,4.5,68 E Cordova Street,49.278004,-123.105664
576,Ignite Pizzeria,4.5,987 Mainland Street,49.278004,-123.105664
577,Hoduya,4.5,86 Keefer Place,49.278004,-123.105664
578,Amante Bakery,4.5,590 Robson St,49.278004,-123.105664
579,Le Petit Belge,4.5,1007 Main Street,49.278004,-123.105664
580,Johnny's Pops,5.0,,49.279342,-123.101822
581,The Magnet,5.0,309 W Pender Street,49.279342,-123.101822
582,Sooda Korean BBQ,5.0,60 West Cordova Street,49.279342,-123.101822
583,Robba Da Matti,5.0,12 Powell St,49.279342,-123.101822
584,Social Crust,5.0,335 W Pender St,49.279342,-123.101822
585,West Hotel & Bar,5.0,488 Carrall St,49.279342,-123.101822
586,Say Hello Sweets,5.0,620 Quebec Street,49.279342,-123.101822
587,Passione Gelato,4.5,55 Smithe Street,49.279342,-123.101822
588,Tekkaba,4.5,68 E Cordova Street,49.279342,-123.101822
589,Hoduya,4.5,86 Keefer Place,49.279342,-123.101822
590,Le Petit Belge,4.5,1007 Main Street,49.279342,-123.101822
591,Aiyaohno Cafe,4.5,425 Carrall Street,49.279342,-123.101822
592,Curry Hut Indian Bistro,4.5,445 Howe Street,49.279342,-123.101822
593,The Chinese Tea Shop,4.5,101 E Pender Street,49.279342,-123.101822
594,Little Bangkok Thai Kitchen 2,4.5,88 W Pender Street,49.279342,-123.101822
595,Gastronomy Gastown,4.5,62 East Cordova Street,49.279342,-123.101822
596,Mount Everest Kitchen & Grill,4.5,538 Seymour Street,49.279342,-123.101822
597,Manpuku Bento,4.5,288 E Pender Street,49.279342,-123.101822
598,Is That French,4.5,45 Blood Alley Square,49.279342,-123.101822
599,Vegan Cave Cafe,4.5,415 Abbott Street,49.279342,-123.101822
600,Grab N Go,5.0,1207 Hamilton Street,49.273833,-123.114373
601,Okeya Kyujiro,5.0,1038 Mainland Street,49.273833,-123.114373
602,Sake Dining Hashigo,5.0,1265 Granville St,49.273833,-123.114373
603,Manoush'eh,5.0,620 Davie Street,49.273833,-123.114373
604,The Magnet,5.0,309 W Pender Street,49.273833,-123.114373
605,Sooda Korean BBQ,5.0,60 West Cordova Street,49.273833,-123.114373
606,Social Crust,5.0,335 W Pender St,49.273833,-123.114373
607,Rainbow Park,5.0,872 Richards Street,49.273833,-123.114373
608,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.273833,-123.114373
609,West Hotel & Bar,5.0,488 Carrall St,49.273833,-123.114373
610,Say Hello Sweets,5.0,620 Quebec Street,49.273833,-123.114373
611,7 Days Coffee,5.0,920 Beatty Street,49.273833,-123.114373
612,Smithe Salad,4.5,191 Smithe Street,49.273833,-123.114373
613,Incognito Coffee,4.5,843 Seymour Street,49.273833,-123.114373
614,Uno Gelato,4.5,601 Stamps Landing,49.273833,-123.114373
615,Passione Gelato,4.5,55 Smithe Street,49.273833,-123.114373
616,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.273833,-123.114373
617,Starbucks,4.5,1088 Burrard Street,49.273833,-123.114373
618,Le Parfait,4.5,812 Homer Street,49.273833,-123.114373
619,Tekkaba,4.5,68 E Cordova Street,49.273833,-123.114373
620,93 Coffee,5.0,1789 Comox Street,49.28526,-123.141809
621,Cardero Cafe,5.0,1105 Davie St,49.28526,-123.141809
622,Arike Restaurant,5.0,1725 Davie St,49.28526,-123.141809
623,Ssong's Hotdog,5.0,795 Jervis Street,49.28526,-123.141809
624,Number E Food,5.0,1308 Burrard Street,49.28526,-123.141809
625,Big Bang Sushi,5.0,1103 Denman St,49.28526,-123.141809
626,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.28526,-123.141809
627,Keto Caveman Davie,5.0,1230 Davie Street,49.28526,-123.141809
628,English Bay Beach Park,4.5,1700 Beach Avenue,49.28526,-123.141809
629,Yasma,4.5,550 Denman Street,49.28526,-123.141809
630,Tom Sushi,4.5,1175 Davie St,49.28526,-123.141809
631,Noah's Cafe,4.5,1096 Denman Street,49.28526,-123.141809
632,Davie Village Bakery,4.5,1216 Davie Street,49.28526,-123.141809
633,The Red Accordion,4.5,1616 Alberni Street,49.28526,-123.141809
634,Pho 37,4.5,1578 Robson Street,49.28526,-123.141809
635,theKhaykery,4.5,1610 Robson Street,49.28526,-123.141809
636,Al-Hadbah Donair,4.5,1610 Robson St,49.28526,-123.141809
637,Good Dogs Plant Foods,4.5,1331 Robson Street,49.28526,-123.141809
638,Ofra’s Kitchen,4.5,1088 Denman Street,49.28526,-123.141809
639,Frying Pan,4.5,1101 Denman Street,49.28526,-123.141809
640,Grab N Go,5.0,1207 Hamilton Street,49.281506,-123.120101
641,Parker Rooftop,5.0,1379 Howe Street,49.281506,-123.120101
642,Marine Building,5.0,355 Burrard St,49.281506,-123.120101
643,Okeya Kyujiro,5.0,1038 Mainland Street,49.281506,-123.120101
644,Sake Dining Hashigo,5.0,1265 Granville St,49.281506,-123.120101
645,Cardero Cafe,5.0,1105 Davie St,49.281506,-123.120101
646,Ssong's Hotdog,5.0,795 Jervis Street,49.281506,-123.120101
647,inBtwn Cafe,5.0,1625 Hornby Street,49.281506,-123.120101
648,Manoush'eh,5.0,620 Davie Street,49.281506,-123.120101
649,The Magnet,5.0,309 W Pender Street,49.281506,-123.120101
650,Number E Food,5.0,1308 Burrard Street,49.281506,-123.120101
651,Social Crust,5.0,335 W Pender St,49.281506,-123.120101
652,Rainbow Park,5.0,872 Richards Street,49.281506,-123.120101
653,George Wainborn Park,5.0,450 Beach Crescent,49.281506,-123.120101
654,Jack Poole Plaza,5.0,1055 Canada Place,49.281506,-123.120101
655,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.281506,-123.120101
656,7 Days Coffee,5.0,920 Beatty Street,49.281506,-123.120101
657,Smithe Salad,4.5,191 Smithe Street,49.281506,-123.120101
658,Incognito Coffee,4.5,843 Seymour Street,49.281506,-123.120101
659,Passione Gelato,4.5,55 Smithe Street,49.281506,-123.120101
660,Grab N Go,5.0,1207 Hamilton Street,49.276115,-123.114496
661,Okeya Kyujiro,5.0,1038 Mainland Street,49.276115,-123.114496
662,Sake Dining Hashigo,5.0,1265 Granville St,49.276115,-123.114496
663,Manoush'eh,5.0,620 Davie Street,49.276115,-123.114496
664,The Magnet,5.0,309 W Pender Street,49.276115,-123.114496
665,Sooda Korean BBQ,5.0,60 West Cordova Street,49.276115,-123.114496
666,Robba Da Matti,5.0,12 Powell St,49.276115,-123.114496
667,Social Crust,5.0,335 W Pender St,49.276115,-123.114496
668,Rainbow Park,5.0,872 Richards Street,49.276115,-123.114496
669,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.276115,-123.114496
670,West Hotel & Bar,5.0,488 Carrall St,49.276115,-123.114496
671,Say Hello Sweets,5.0,620 Quebec Street,49.276115,-123.114496
672,7 Days Coffee,5.0,920 Beatty Street,49.276115,-123.114496
673,Smithe Salad,4.5,191 Smithe Street,49.276115,-123.114496
674,Incognito Coffee,4.5,843 Seymour Street,49.276115,-123.114496
675,Uno Gelato,4.5,601 Stamps Landing,49.276115,-123.114496
676,Passione Gelato,4.5,55 Smithe Street,49.276115,-123.114496
677,Starbucks,4.5,1088 Burrard Street,49.276115,-123.114496
678,Le Parfait,4.5,812 Homer Street,49.276115,-123.114496
679,Tekkaba,4.5,68 E Cordova Street,49.276115,-123.114496
680,Sushi Master,5.0,1509 W Broadway,49.272827,-123.147744
681,Sushi Flamingo,5.0,1-1855 Burrad Street,49.272827,-123.147744
682,That’s It Cafe,5.0,1612 West 1st Avenue,49.272827,-123.147744
683,Livni Café & Bakery,5.0,2213 W Broadway,49.272827,-123.147744
684,NUTTEA,5.0,1958 W4th Ave,49.272827,-123.147744
685,Gateau de Henry,5.0,2255 Burrard street,49.272827,-123.147744
686,Tru Cafe,5.0,1500 West 2nd Avenue,49.272827,-123.147744
687,Casereccio Foods,4.5,2480 Vine Street,49.272827,-123.147744
688,VR Funtastic World,4.5,1496 Cartwright Street,49.272827,-123.147744
689,Super Smash Burgers,4.5,2287 W Broadway,49.272827,-123.147744
690,Beach Ave Bar And Grill,4.5,1 -1012 Beach Avenue,49.272827,-123.147744
691,Billy Bishop Branch 176 Royal Canadian Legion,4.5,1407 Laburnum Street,49.272827,-123.147744
692,COFU Pressed Sushi,4.5,103 -1833 Anderson Street,49.272827,-123.147744
693,La Bise Bakery,4.5,1689 Johnston Street,49.272827,-123.147744
694,C&T Fried Chicken,4.5,2445 Burrard Street,49.272827,-123.147744
695,O5 Tea,4.5,2208 W 4th Avenue,49.272827,-123.147744
696,AnnaLena,4.5,1809 W 1st Avenue,49.272827,-123.147744
697,Granville Island Water Park,5.0,1348 Cartwright Street,49.272827,-123.147744
698,Bar One,4.5,1759 West Broadway,49.272827,-123.147744
699,Lumine Coffee,4.5,103- 1965 W 4th Avenue,49.272827,-123.147744
700,Sushi Master,5.0,1509 W Broadway,49.269361,-123.13782
701,Sushi Flamingo,5.0,1-1855 Burrad Street,49.269361,-123.13782
702,That’s It Cafe,5.0,1612 West 1st Avenue,49.269361,-123.13782
703,Parker Rooftop,5.0,1379 Howe Street,49.269361,-123.13782
704,Obanhmi,5.0,102-1668 W Broadway,49.269361,-123.13782
705,Sake Dining Hashigo,5.0,1265 Granville St,49.269361,-123.13782
706,NUTTEA,5.0,1958 W4th Ave,49.269361,-123.13782
707,My Forno Pizza,5.0,1630 West Broadway,49.269361,-123.13782
708,inBtwn Cafe,5.0,1625 Hornby Street,49.269361,-123.13782
709,Manoush'eh,5.0,620 Davie Street,49.269361,-123.13782
710,Gateau de Henry,5.0,2255 Burrard street,49.269361,-123.13782
711,Number E Food,5.0,1308 Burrard Street,49.269361,-123.13782
712,Mazahr Lebanese Kitchen,5.0,1488 West 11th Avenue,49.269361,-123.13782
713,George Wainborn Park,5.0,450 Beach Crescent,49.269361,-123.13782
714,Tru Cafe,5.0,1500 West 2nd Avenue,49.269361,-123.13782
715,Long Table Distillery,4.5,1451 Hornby Street,49.269361,-123.13782
716,Saucin Staples,4.5,1073 W Broadway,49.269361,-123.13782
717,Happy Noodle House,4.5,630 Davie Street,49.269361,-123.13782
